ch1,ch2,ch3
0.05767822265625,0.0645751953125,0.054901123046875
0.050811767578125,0.059051513671875,0.054901123046875
0.0494384765625,0.059051513671875,0.049407958984375
0.0494384765625,0.059051513671875,0.04803466796875
0.0384521484375,0.05218505859375,0.038421630859375
0.0384521484375,0.05218505859375,0.038421630859375
0.04669189453125,0.0604248046875,0.04254150390625
0.0494384765625,0.06732177734375,0.04388427734375
0.042572021484375,0.06591796875,0.04254150390625
0.0384521484375,0.06317138671875,0.03155517578125
0.045318603515625,0.06591796875,0.03564453125
0.05218505859375,0.0645751953125,0.04803466796875
0.0494384765625,0.06591796875,0.04803466796875
0.0494384765625,0.06866455078125,0.04803466796875
0.0494384765625,0.06732177734375,0.0452880859375
0.0439453125,0.06591796875,0.0343017578125
0.04119873046875,0.06317138671875,0.0343017578125
0.0384521484375,0.06317138671875,0.03289794921875
0.0384521484375,0.06317138671875,0.0301513671875
0.032958984375,0.05767822265625,0.03155517578125
0.037078857421875,0.05767822265625,0.0301666259765625
0.037078857421875,0.05218505859375,0.0301666259765625
0.031585693359375,0.048065185546875,0.02880859375
0.028839111328125,0.04669189453125,0.02880859375
0.0274658203125,0.042572021484375,0.03155517578125
0.0164794921875,0.032958984375,0.0150604248046875
0.012359619140625,0.0274658203125,0.01093292236328125
0.009613037109375,0.0274658203125,0.00957489013671875
0.01373291015625,0.031585693359375,0.01506805419921875
0.012359619140625,0.028839111328125,0.005435943603515625
0.015106201171875,0.028839111328125,0.01367950439453125
0.00823974609375,0.026092529296875,0.004077911376953125
0.00823974609375,0.0274658203125,-0.0014333724975585938
0.010986328125,0.028839111328125,-0.0014429092407226562
0.004119873046875,0.015106201171875,-0.004184722900390625
0.0054931640625,0.0164794921875,-0.00418853759765625
0.00823974609375,0.017852783203125,-0.001430511474609375
0.00823974609375,0.015106201171875,0.0013132095336914062
0.006866455078125,0.017852783203125,0.0013170242309570312
0.0164794921875,0.026092529296875,0.0136871337890625
0.0164794921875,0.026092529296875,0.016448974609375
0.015106201171875,0.02471923828125,0.0150604248046875
0.012359619140625,0.02471923828125,0.01369476318359375
0.012359619140625,0.023345947265625,0.017822265625
0.012359619140625,0.02471923828125,0.0205841064453125
0.012359619140625,0.020599365234375,0.01507568359375
0.01373291015625,0.020599365234375,0.01507568359375
0.02197265625,0.026092529296875,0.0191802978515625
0.02197265625,0.03021240234375,0.021942138671875
0.017852783203125,0.03021240234375,0.021942138671875
0.0164794921875,0.03021240234375,0.0233306884765625
0.02471923828125,0.03570556640625,0.032928466796875
0.023345947265625,0.034332275390625,0.027435302734375
0.012359619140625,0.028839111328125,0.017822265625
0.00274658203125,0.0164794921875,0.01096343994140625
0.0054931640625,0.01373291015625,0.0150909423828125
0.001373291015625,0.012359619140625,0.0095977783203125
0.0,0.012359619140625,0.00269317626953125
-0.0054931640625,0.010986328125,-0.0014019012451171875
-0.0054931640625,0.006866455078125,-0.012420654296875
-0.0054931640625,0.0054931640625,-0.009674072265625
-0.00274658203125,0.009613037109375,-0.009674072265625
-0.004119873046875,0.009613037109375,-0.01107025146484375
-0.004119873046875,0.0054931640625,-0.012420654296875
-0.00274658203125,0.0,-0.01105499267578125
0.001373291015625,0.004119873046875,-0.00830841064453125
0.00274658203125,0.004119873046875,-0.0028133392333984375
0.00274658203125,0.00274658203125,-0.0124359130859375
0.006866455078125,0.010986328125,-0.00969696044921875
0.0054931640625,0.00823974609375,-0.0069427490234375
0.001373291015625,-0.004119873046875,-0.005558013916015625
0.012359619140625,0.012359619140625,0.00543975830078125
0.00823974609375,0.012359619140625,0.004058837890625
-0.001373291015625,-0.001373291015625,0.00408935546875
0.00274658203125,0.00274658203125,0.006832122802734375
0.006866455078125,0.00823974609375,0.00957489013671875
0.006866455078125,0.00823974609375,0.00957489013671875
-0.001373291015625,0.001373291015625,0.0082244873046875
-0.001373291015625,0.004119873046875,0.005466461181640625
0.00823974609375,0.00823974609375,0.010955810546875
0.009613037109375,0.00823974609375,0.0095672607421875
0.009613037109375,0.009613037109375,0.0095672607421875
0.009613037109375,0.012359619140625,0.006816864013671875
0.015106201171875,0.015106201171875,0.0068206787109375
0.015106201171875,0.015106201171875,0.005435943603515625
0.009613037109375,0.010986328125,0.004062652587890625
0.0054931640625,0.00823974609375,0.0027065277099609375
0.012359619140625,0.00823974609375,0.01092529296875
0.00823974609375,0.0,0.002696990966796875
0.0054931640625,0.0,0.002696990966796875
0.0054931640625,0.0,0.0013074874877929688
0.00274658203125,0.0,0.005451202392578125
0.0054931640625,0.004119873046875,0.0137176513671875
0.0054931640625,0.0054931640625,0.0137176513671875
0.0,0.0054931640625,0.00408935546875
-0.001373291015625,0.0054931640625,0.004093170166015625
-0.00274658203125,0.004119873046875,0.004100799560546875
-0.001373291015625,0.004119873046875,0.00133514404296875
-0.001373291015625,0.0054931640625,0.00133514404296875
0.001373291015625,0.0054931640625,0.0150909423828125
-0.00274658203125,-0.004119873046875,0.0068359375
-0.006866455078125,-0.00274658203125,-0.00415802001953125
-0.006866455078125,-0.004119873046875,0.0054931640625
-0.010986328125,-0.004119873046875,-0.002773284912109375
-0.010986328125,-0.004119873046875,-0.0082855224609375
-0.02197265625,-0.02197265625,-0.01514434814453125
-0.02471923828125,-0.026092529296875,-0.0233917236328125
-0.0164794921875,-0.0164794921875,-0.020660400390625
-0.028839111328125,-0.034332275390625,-0.034393310546875
-0.028839111328125,-0.031585693359375,-0.0288848876953125
-0.02471923828125,-0.0274658203125,-0.0220184326171875
-0.020599365234375,-0.02197265625,-0.022003173828125
-0.020599365234375,-0.023345947265625,-0.0192718505859375
-0.020599365234375,-0.026092529296875,-0.01788330078125
-0.017852783203125,-0.02197265625,-0.0165252685546875
-0.01922607421875,-0.02197265625,-0.017913818359375
-0.01922607421875,-0.023345947265625,-0.0178985595703125
-0.01922607421875,-0.023345947265625,-0.00963592529296875
-0.020599365234375,-0.023345947265625,-0.0123748779296875
-0.017852783203125,-0.023345947265625,-0.0041351318359375
-0.0164794921875,-0.023345947265625,-0.0041351318359375
-0.0164794921875,-0.023345947265625,-0.00688934326171875
-0.023345947265625,-0.023345947265625,-0.0096282958984375
-0.01373291015625,-0.0164794921875,-0.00414276123046875
-0.015106201171875,-0.017852783203125,-0.00963592529296875
-0.015106201171875,-0.01922607421875,-0.008270263671875
-0.012359619140625,-0.017852783203125,-0.00139617919921875
-0.017852783203125,-0.020599365234375,-0.01238250732421875
-0.015106201171875,-0.02197265625,-0.008270263671875
-0.012359619140625,-0.017852783203125,-0.00414276123046875
-0.006866455078125,-0.017852783203125,0.0013484954833984375
-0.00823974609375,-0.01373291015625,-0.004154205322265625
-0.00823974609375,-0.009613037109375,-0.0027790069580078125
-0.006866455078125,-0.009613037109375,-0.0014019012451171875
-0.004119873046875,-0.006866455078125,-0.0014181137084960938
-0.004119873046875,-0.004119873046875,0.00409698486328125
0.00823974609375,0.00274658203125,0.00959014892578125
0.001373291015625,0.00274658203125,0.00408172607421875
0.004119873046875,0.0,0.004077911376953125
0.006866455078125,0.0164794921875,0.00958251953125
0.006866455078125,0.015106201171875,0.006824493408203125
0.00274658203125,0.001373291015625,0.00545501708984375
0.0054931640625,0.004119873046875,0.01233673095703125
0.00823974609375,0.01373291015625,0.01508331298828125
0.009613037109375,0.01373291015625,0.0192108154296875
0.01922607421875,0.0274658203125,0.024688720703125
0.020599365234375,0.0274658203125,0.024688720703125
0.020599365234375,0.026092529296875,0.024688720703125
0.020599365234375,0.0274658203125,0.02880859375
0.012359619140625,0.020599365234375,0.01507568359375
0.00823974609375,0.0164794921875,0.0164642333984375
0.00823974609375,0.01373291015625,0.0164642333984375
0.0054931640625,0.006866455078125,0.0123291015625
0.004119873046875,0.006866455078125,0.0109710693359375
0.00274658203125,0.009613037109375,0.00820159912109375
0.006866455078125,0.009613037109375,0.00682830810546875
0.004119873046875,0.006866455078125,0.006847381591796875
0.004119873046875,0.001373291015625,-0.0014209747314453125
0.0,0.00274658203125,-0.0028171539306640625
0.0054931640625,0.004119873046875,-0.009674072265625
0.004119873046875,-0.00274658203125,-0.00969696044921875
-0.001373291015625,-0.00823974609375,-0.01519012451171875
0.0,-0.00823974609375,-0.01105499267578125
0.0054931640625,-0.010986328125,-0.0014333724975585938
0.00823974609375,-0.006866455078125,0.0013132095336914062
0.015106201171875,-0.00274658203125,0.00131988525390625
0.017852783203125,-0.001373291015625,0.0081787109375
0.01373291015625,-0.0054931640625,0.0026798248291015625
0.01373291015625,-0.0054931640625,0.006805419921875
0.01922607421875,-0.001373291015625,0.01230621337890625
0.020599365234375,-0.001373291015625,0.00815582275390625
0.017852783203125,-0.006866455078125,0.005428314208984375
0.01922607421875,-0.004119873046875,0.01230621337890625
0.026092529296875,-0.004119873046875,0.01366424560546875
0.0274658203125,-0.001373291015625,0.017791748046875
0.032958984375,0.006866455078125,0.020538330078125
0.028839111328125,0.001373291015625,0.0191650390625
0.028839111328125,-0.004119873046875,0.020538330078125
0.045318603515625,0.00823974609375,0.034271240234375
0.039825439453125,0.00823974609375,0.0260162353515625
0.039825439453125,0.00274658203125,0.0260162353515625
0.0494384765625,0.017852783203125,0.035614013671875
0.0494384765625,0.023345947265625,0.0287628173828125
0.05218505859375,0.026092529296875,0.030120849609375
0.054931640625,0.028839111328125,0.039764404296875
0.056304931640625,0.03570556640625,0.03839111328125
0.05767822265625,0.039825439453125,0.046630859375
0.0645751953125,0.048065185546875,0.0521240234375
0.06317138671875,0.050811767578125,0.04937744140625
0.06317138671875,0.050811767578125,0.046630859375
0.06591796875,0.054931640625,0.050750732421875
0.06591796875,0.056304931640625,0.05902099609375
0.06866455078125,0.0604248046875,0.06451416015625
0.070068359375,0.06866455078125,0.0714111328125
0.08380126953125,0.076904296875,0.0782470703125
0.087890625,0.087890625,0.08099365234375
0.087890625,0.087890625,0.07958984375
0.08929443359375,0.0975341796875,0.08233642578125
0.0865478515625,0.10711669921875,0.08514404296875
0.0865478515625,0.1043701171875,0.08514404296875
0.098876953125,0.11260986328125,0.08648681640625
0.0975341796875,0.11260986328125,0.083740234375
0.087890625,0.11260986328125,0.07550048828125
0.08514404296875,0.10986328125,0.07275390625
0.0810546875,0.10986328125,0.07275390625
0.07830810546875,0.10986328125,0.06585693359375
0.0755615234375,0.1043701171875,0.06036376953125
0.07415771484375,0.10986328125,0.053466796875
0.07281494140625,0.11126708984375,0.054840087890625
0.061798095703125,0.09613037109375,0.050750732421875
0.05767822265625,0.09478759765625,0.048004150390625
0.0494384765625,0.09478759765625,0.04248046875
0.039825439453125,0.076904296875,0.0301513671875
0.03570556640625,0.06866455078125,0.035675048828125
0.04119873046875,0.07830810546875,0.038421630859375
0.032958984375,0.0604248046875,0.03155517578125
0.03021240234375,0.0604248046875,0.027435302734375
0.028839111328125,0.0604248046875,0.023284912109375
0.020599365234375,0.054931640625,0.02056884765625
0.017852783203125,0.048065185546875,0.02056884765625
0.006866455078125,0.04119873046875,0.0178375244140625
0.006866455078125,0.04119873046875,0.0178375244140625
0.006866455078125,0.034332275390625,0.0178375244140625
-0.0054931640625,0.026092529296875,0.002716064453125
-0.00823974609375,0.02471923828125,-2.2172927856445312e-05
-0.0054931640625,0.0274658203125,-3.165006637573242e-05
-0.0054931640625,0.023345947265625,-0.0027790069580078125
-0.010986328125,0.01922607421875,-0.0027790069580078125
-0.015106201171875,0.012359619140625,-0.006885528564453125
-0.015106201171875,0.012359619140625,-0.008270263671875
-0.015106201171875,0.009613037109375,-0.008270263671875
-0.015106201171875,0.001373291015625,-0.006893157958984375
-0.015106201171875,0.004119873046875,-0.005512237548828125
-0.015106201171875,0.006866455078125,-0.005523681640625
-0.01922607421875,0.00274658203125,-0.0082550048828125
-0.02197265625,0.00274658203125,-0.0151519775390625
-0.023345947265625,-0.00274658203125,-0.0192718505859375
-0.0274658203125,-0.006866455078125,-0.019256591796875
-0.03021240234375,-0.00823974609375,-0.02337646484375
-0.032958984375,-0.015106201171875,-0.0233612060546875
-0.03570556640625,-0.015106201171875,-0.02337646484375
-0.03570556640625,-0.02197265625,-0.02886962890625
-0.0439453125,-0.026092529296875,-0.0302276611328125
-0.048065185546875,-0.031585693359375,-0.032989501953125
-0.0494384765625,-0.04119873046875,-0.037109375
-0.0439453125,-0.037078857421875,-0.03985595703125
-0.0384521484375,-0.031585693359375,-0.0316162109375
-0.05218505859375,-0.0384521484375,-0.034332275390625
-0.0645751953125,-0.056304931640625,-0.0439453125
-0.05767822265625,-0.050811767578125,-0.037109375
-0.05767822265625,-0.050811767578125,-0.039825439453125
-0.0645751953125,-0.059051513671875,-0.05084228515625
-0.059051513671875,-0.059051513671875,-0.049468994140625
-0.05218505859375,-0.056304931640625,-0.0467529296875
-0.05767822265625,-0.056304931640625,-0.0467529296875
-0.0604248046875,-0.05767822265625,-0.049468994140625
-0.059051513671875,-0.059051513671875,-0.05084228515625
-0.054931640625,-0.054931640625,-0.049468994140625
-0.053558349609375,-0.054931640625,-0.050872802734375
-0.0494384765625,-0.056304931640625,-0.04949951171875
-0.048065185546875,-0.05218505859375,-0.045379638671875
-0.048065185546875,-0.048065185546875,-0.048126220703125
-0.048065185546875,-0.0494384765625,-0.043975830078125
-0.050811767578125,-0.0494384765625,-0.04949951171875
-0.0494384765625,-0.050811767578125,-0.0467529296875
-0.048065185546875,-0.045318603515625,-0.045379638671875
-0.048065185546875,-0.042572021484375,-0.03436279296875
-0.048065185546875,-0.042572021484375,-0.045379638671875
-0.04669189453125,-0.045318603515625,-0.035736083984375
-0.04669189453125,-0.04669189453125,-0.03436279296875
-0.04119873046875,-0.042572021484375,-0.0316162109375
-0.039825439453125,-0.04119873046875,-0.03436279296875
-0.04119873046875,-0.0384521484375,-0.035736083984375
-0.039825439453125,-0.03570556640625,-0.03302001953125
-0.032958984375,-0.0274658203125,-0.0288848876953125
-0.034332275390625,-0.032958984375,-0.0275115966796875
-0.0384521484375,-0.034332275390625,-0.037139892578125
-0.0384521484375,-0.031585693359375,-0.03436279296875
-0.03021240234375,-0.026092529296875,-0.031646728515625
-0.028839111328125,-0.026092529296875,-0.031646728515625
-0.034332275390625,-0.031585693359375,-0.032989501953125
-0.02197265625,-0.026092529296875,-0.02752685546875
-0.02197265625,-0.02471923828125,-0.02752685546875
-0.028839111328125,-0.03021240234375,-0.028900146484375
-0.037078857421875,-0.0384521484375,-0.0357666015625
-0.0274658203125,-0.034332275390625,-0.0302581787109375
-0.03021240234375,-0.04119873046875,-0.0302581787109375
-0.0274658203125,-0.037078857421875,-0.0302734375
-0.02197265625,-0.037078857421875,-0.0206451416015625
-0.02471923828125,-0.037078857421875,-0.0165252685546875
-0.026092529296875,-0.039825439453125,-0.02337646484375
-0.026092529296875,-0.0439453125,-0.0220184326171875
-0.02197265625,-0.04119873046875,-0.011016845703125
-0.02197265625,-0.04119873046875,-0.01375579833984375
-0.0164794921875,-0.039825439453125,-0.0096435546875
-0.015106201171875,-0.034332275390625,-1.5854835510253906e-05
-0.012359619140625,-0.034332275390625,-0.004150390625
-0.0054931640625,-0.03021240234375,-0.004150390625
-0.0054931640625,-0.03021240234375,-3.170967102050781e-05
-0.004119873046875,-0.026092529296875,-3.170967102050781e-05
0.001373291015625,-0.023345947265625,0.0027027130126953125
0.006866455078125,-0.020599365234375,0.00406646728515625
0.006866455078125,-0.01922607421875,0.0054473876953125
0.020599365234375,-0.010986328125,0.01092529296875
0.026092529296875,-0.004119873046875,0.0150299072265625
0.017852783203125,-0.004119873046875,0.009552001953125
0.028839111328125,-0.00274658203125,0.0136566162109375
0.028839111328125,0.001373291015625,0.015045166015625
0.028839111328125,0.004119873046875,0.0191650390625
0.03570556640625,0.006866455078125,0.0232696533203125
0.0384521484375,0.015106201171875,0.0246429443359375
0.039825439453125,0.015106201171875,0.024658203125
0.04119873046875,0.01922607421875,0.034271240234375
0.0494384765625,0.023345947265625,0.041168212890625
0.056304931640625,0.034332275390625,0.048004150390625
0.05767822265625,0.0384521484375,0.04937744140625
0.059051513671875,0.0384521484375,0.0521240234375
0.06732177734375,0.048065185546875,0.056243896484375
0.06732177734375,0.0439453125,0.056243896484375
0.0604248046875,0.037078857421875,0.053497314453125
0.076904296875,0.061798095703125,0.064453125
0.0755615234375,0.061798095703125,0.064453125
0.070068359375,0.0604248046875,0.058990478515625
0.07415771484375,0.06866455078125,0.06036376953125
0.07830810546875,0.07415771484375,0.061737060546875
0.08514404296875,0.0810546875,0.068603515625
0.0810546875,0.07830810546875,0.0672607421875
0.0823974609375,0.0823974609375,0.06585693359375
0.08380126953125,0.0933837890625,0.068603515625
0.0865478515625,0.10028076171875,0.07135009765625
0.08929443359375,0.10162353515625,0.07135009765625
0.08929443359375,0.10302734375,0.07135009765625
0.0823974609375,0.10028076171875,0.06585693359375
0.087890625,0.1085205078125,0.07135009765625
0.08929443359375,0.1085205078125,0.07000732421875
0.0865478515625,0.10577392578125,0.068603515625
0.076904296875,0.10028076171875,0.0672607421875
0.0714111328125,0.09613037109375,0.061737060546875
0.0714111328125,0.0933837890625,0.06585693359375
0.06317138671875,0.08929443359375,0.061767578125
0.0604248046875,0.0823974609375,0.056243896484375
0.0494384765625,0.07281494140625,0.046661376953125
0.0494384765625,0.0755615234375,0.046661376953125
0.042572021484375,0.0755615234375,0.04388427734375
0.032958984375,0.061798095703125,0.032928466796875
0.023345947265625,0.053558349609375,0.0246734619140625
0.012359619140625,0.04669189453125,0.01232147216796875
0.010986328125,0.0439453125,0.00681304931640625
0.0054931640625,0.04119873046875,0.00543975830078125
0.001373291015625,0.031585693359375,0.001338958740234375
-0.004119873046875,0.026092529296875,-0.00829315185546875
-0.01373291015625,0.012359619140625,-0.01515960693359375
-0.0164794921875,0.01373291015625,-0.023406982421875
-0.0164794921875,0.01373291015625,-0.0261688232421875
-0.023345947265625,-0.00274658203125,-0.0302886962890625
-0.023345947265625,-0.010986328125,-0.033050537109375
-0.02197265625,-0.010986328125,-0.0302734375
-0.034332275390625,-0.02471923828125,-0.039886474609375
-0.0384521484375,-0.031585693359375,-0.039886474609375
-0.03021240234375,-0.023345947265625,-0.034393310546875
-0.03021240234375,-0.02471923828125,-0.0357666015625
-0.037078857421875,-0.034332275390625,-0.037139892578125
-0.04119873046875,-0.037078857421875,-0.037139892578125
-0.04119873046875,-0.04119873046875,-0.03851318359375
-0.0439453125,-0.042572021484375,-0.043975830078125
-0.04669189453125,-0.0439453125,-0.043975830078125
-0.04669189453125,-0.045318603515625,-0.041229248046875
-0.0439453125,-0.042572021484375,-0.037109375
-0.0439453125,-0.0494384765625,-0.037109375
-0.048065185546875,-0.053558349609375,-0.03985595703125
-0.048065185546875,-0.053558349609375,-0.037109375
-0.04669189453125,-0.048065185546875,-0.038482666015625
-0.04669189453125,-0.05218505859375,-0.043975830078125
-0.048065185546875,-0.05218505859375,-0.043975830078125
-0.048065185546875,-0.050811767578125,-0.041229248046875
-0.04669189453125,-0.042572021484375,-0.041229248046875
-0.0439453125,-0.045318603515625,-0.038482666015625
-0.0439453125,-0.045318603515625,-0.038482666015625
-0.0384521484375,-0.0384521484375,-0.037109375
-0.034332275390625,-0.03570556640625,-0.037139892578125
-0.034332275390625,-0.03570556640625,-0.03851318359375
-0.032958984375,-0.037078857421875,-0.034393310546875
-0.0274658203125,-0.0384521484375,-0.026153564453125
-0.026092529296875,-0.03570556640625,-0.02752685546875
-0.026092529296875,-0.03570556640625,-0.02752685546875
-0.028839111328125,-0.031585693359375,-0.0275115966796875
-0.03021240234375,-0.026092529296875,-0.02752685546875
-0.02471923828125,-0.026092529296875,-0.0220184326171875
-0.01922607421875,-0.023345947265625,-0.01239776611328125
-0.02471923828125,-0.023345947265625,-0.0206451416015625
-0.031585693359375,-0.034332275390625,-0.0275115966796875
-0.031585693359375,-0.03570556640625,-0.0288543701171875
-0.028839111328125,-0.026092529296875,-0.0247650146484375
-0.028839111328125,-0.034332275390625,-0.0247650146484375
-0.02197265625,-0.020599365234375,-0.013763427734375
-0.015106201171875,-0.012359619140625,-0.0110321044921875
-0.009613037109375,-0.010986328125,-0.0027828216552734375
-0.009613037109375,-0.010986328125,-0.0027828216552734375
-0.0054931640625,-0.010986328125,-0.002788543701171875
-0.001373291015625,-0.00274658203125,-5.066394805908203e-05
-0.00274658203125,-0.001373291015625,-0.00415802001953125
-0.00274658203125,-0.001373291015625,-3.802776336669922e-05
-0.00274658203125,0.0,-3.802776336669922e-05
0.001373291015625,0.001373291015625,-5.066394805908203e-05
0.00274658203125,0.006866455078125,0.0026988983154296875
0.00274658203125,0.006866455078125,0.00545501708984375
-0.001373291015625,0.006866455078125,0.002712249755859375
0.0,0.004119873046875,-5.698204040527344e-05
0.0054931640625,0.015106201171875,0.006824493408203125
0.0054931640625,0.010986328125,0.006824493408203125
0.001373291015625,0.009613037109375,0.004077911376953125
0.00274658203125,0.010986328125,0.004077911376953125
0.00274658203125,0.00274658203125,0.0068206787109375
-0.00274658203125,0.00274658203125,0.002716064453125
0.0,0.004119873046875,0.00545501708984375
0.00274658203125,0.00274658203125,0.00545501708984375
0.001373291015625,-0.004119873046875,0.005451202392578125
-0.004119873046875,-0.006866455078125,-0.001415252685546875
-0.00274658203125,-0.009613037109375,-1.5854835510253906e-05
-0.0054931640625,-0.009613037109375,0.0027217864990234375
-0.004119873046875,-0.010986328125,0.00133514404296875
-0.00274658203125,-0.009613037109375,-2.5331974029541016e-05
-0.001373291015625,-0.010986328125,-0.0027942657470703125
-0.004119873046875,-0.010986328125,-0.0096588134765625
0.001373291015625,-0.004119873046875,-0.0028018951416015625
-0.001373291015625,-0.0054931640625,-0.0027790069580078125
-0.00823974609375,-0.0164794921875,-0.0027790069580078125
0.009613037109375,-0.0054931640625,0.0095672607421875
0.004119873046875,-0.00274658203125,0.00682830810546875
0.006866455078125,-0.004119873046875,0.006839752197265625
0.02197265625,0.0054931640625,0.0178070068359375
0.023345947265625,0.006866455078125,0.0178070068359375
0.0274658203125,0.004119873046875,0.0219268798828125
0.031585693359375,0.00823974609375,0.0301666259765625
0.0274658203125,0.00823974609375,0.020538330078125
